Educational Use Only

Time (ModJDate)        x (m)           y (m)           z (m)        vx (m/sec)      vy (m/sec)      vz (m/sec)     ax (m/sec^2)    ay (m/sec^2)    az (m/sec^2)
 53736.52500000    -5416241.368     4797195.562     2757634.346    -5317.537994    -3866.250424    -2240.188186        4.652587       -4.120764       -2.374026
 53736.52511574    -5469183.516     4758327.712     2735114.165    -5270.831706    -3907.250015    -2263.807788        4.688591       -4.079134       -2.349883
 53736.52523148    -5521656.810     4719051.951     2712358.996    -5223.767758    -3947.832701    -2287.185613        4.724120       -4.037383       -2.325671
 53736.52534722    -5573657.695     4679372.452     2689371.261    -5176.350884    -3987.997294    -2310.320981        4.759176       -3.995516       -2.301392
 53736.52546296    -5625182.667     4639293.403     2666153.387    -5128.585795    -4027.742639    -2333.213232        4.793763       -3.953534       -2.277048
 53736.52557870    -5676228.266     4598819.001     2642707.809    -5080.477175    -4067.067612    -2355.861721        4.827883       -3.911442       -2.252640
 53736.52569444    -5726791.081     4557953.455     2619036.967    -5032.029687    -4105.971118    -2378.265822        4.861537       -3.869242       -2.228170
 53736.52581019    -5776867.746     4516700.987     2595143.309    -4983.247970    -4144.452094    -2400.424928        4.894729       -3.826936       -2.203641
 53736.52592593    -5826454.941     4475065.825     2571029.287    -4934.136640    -4182.509505    -2422.338445        4.927461       -3.784529       -2.179053
 53736.52604167    -5875549.395     4433052.212     2546697.361    -4884.700286    -4220.142342    -2444.005798        4.959734       -3.742022       -2.154408
 53736.52615741    -5924147.879     4390664.397     2522149.994    -4834.943478    -4257.349629    -2465.426429        4.991552       -3.699419       -2.129709
 53736.52627315    -5972247.211     4347906.641     2497389.656    -4784.870760    -4294.130413    -2486.599793        5.022916       -3.656722       -2.104955
 53736.52638889    -6019844.256     4304783.213     2472418.824    -4734.486653    -4330.483769    -2507.525362        5.053830       -3.613934       -2.080150
 53736.52650463    -6066935.922     4261298.393     2447239.977    -4683.795654    -4366.408799    -2528.202623        5.084295       -3.571057       -2.055294
 53736.52662037    -6113519.161     4217456.468     2421855.601    -4632.802239    -4401.904629    -2548.631079        5.114314       -3.528095       -2.030389
 53736.52673611    -6159590.973     4173261.734     2396268.186    -4581.510859    -4436.970412    -2568.810244        5.143888       -3.485048       -2.005436
 53736.52685185    -6205148.400     4128718.496     2370480.229    -4529.925943    -4471.605322    -2588.739650        5.173021       -3.441921       -1.980437
 53736.52696759    -6250188.528     4083831.067     2344494.227    -4478.051898    -4505.808560    -2608.418840        5.201715       -3.398714       -1.955393
 53736.52708333    -6294708.489     4038603.766     2318312.687    -4425.893106    -4539.579349    -2627.847372        5.229971       -3.355431       -1.930306
 53736.52719907    -6338705.456     3993040.924     2291938.117    -4373.453928    -4572.916934    -2647.024817        5.257792       -3.312074       -1.905176
 53736.52731481    -6382176.647     3947146.874     2265373.029    -4320.738704    -4605.820585    -2665.950757        5.285181       -3.268644       -1.880005
 53736.52743056    -6425119.324     3900925.961     2238619.941    -4267.751749    -4638.289590    -2684.624790        5.312139       -3.225145       -1.854795
 53736.52754630    -6467530.791     3854382.533     2211681.374    -4214.497359    -4670.323260    -2703.046522        5.338668       -3.181578       -1.829546
 53736.52766204    -6509408.394     3807520.949     2184559.853    -4160.979806    -4701.920929    -2721.215576        5.364772       -3.137945       -1.804259
 53736.52777778    -6550749.524     3760345.570     2157257.906    -4107.203340    -4733.081946    -2739.131581        5.390451       -3.094248       -1.778936
 53736.52789352    -6591551.612     3712860.768     2129778.066    -4053.172193    -4763.805684    -2756.794182        5.415708       -3.050489       -1.753578
 53736.52800926    -6631812.133     3665070.916     2102122.869    -3998.890571    -4794.091533    -2774.203034        5.440546       -3.006671       -1.728186
 53736.52812500    -6671528.602     3616980.398     2074294.853    -3944.362663    -4823.938905    -2791.357801        5.464966       -2.962794       -1.702762
 53736.52824074    -6710698.579     3568593.602     2046296.561    -3889.592635    -4853.347225    -2808.258160        5.488970       -2.918861       -1.677305
 53736.52835648    -6749319.662     3519914.919     2018130.538    -3834.584633    -4882.315940    -2824.903797        5.512561       -2.874873       -1.651817
 53736.52847222    -6787389.492     3470948.750     1989799.335    -3779.342782    -4910.844514    -2841.294408        5.535740       -2.830833       -1.626300
 53736.52858796    -6824905.752     3421699.498     1961305.501    -3723.871188    -4938.932427    -2857.429699        5.558510       -2.786741       -1.600754
 53736.52870370    -6861866.164     3372171.572     1932651.593    -3668.173937    -4966.579175    -2873.309386        5.580872       -2.742600       -1.575179
 53736.52881944    -6898268.492     3322369.387     1903840.167    -3612.255094    -4993.784272    -2888.933195        5.602829       -2.698411       -1.549578
 53736.52893519    -6934110.540     3272297.360     1874873.783    -3556.118706    -5020.547247    -2904.300859        5.624382       -2.654176       -1.523951
 53736.52905093    -6969390.154     3221959.917     1845755.004    -3499.768799    -5046.867643    -2919.412122        5.645533       -2.609896       -1.498298
 53736.52916667    -7004105.218     3171361.484     1816486.396    -3443.209382    -5072.745020    -2934.266736        5.666284       -2.565572       -1.472621
 53736.52928241    -7038253.657     3120506.495     1787070.526    -3386.444444    -5098.178952    -2948.864460        5.686637       -2.521207       -1.446920
 53736.52939815    -7071833.435     3069399.385     1757509.964    -3329.477957    -5123.169026    -2963.205063        5.706594       -2.476801       -1.421197
 53736.52951389    -7104842.557     3018044.595     1727807.282    -3272.313872    -5147.714845    -2977.288321        5.726157       -2.432356       -1.395451
 53736.52962963    -7137279.067     2966446.570     1697965.056    -3214.956125    -5171.816023    -2991.114020        5.745327       -2.387873       -1.369685
 53736.52974537    -7169141.047     2914609.758     1667985.861    -3157.408633    -5195.472189    -3004.681950        5.764106       -2.343354       -1.343898
 53736.52986111    -7200426.620     2862538.611     1637872.277    -3099.675296    -5218.682984    -3017.991910        5.782496       -2.298799       -1.318091
 53736.52997685    -7231133.947     2810237.584     1607626.883    -3041.759997    -5241.448062    -3031.043708        5.800499       -2.254211       -1.292265
 53736.53009259    -7261261.226     2757711.136     1577252.264    -2983.666601    -5263.767089    -3043.837156        5.818116       -2.209589       -1.266421
 53736.53020833    -7290806.698     2704963.730     1546751.002    -2925.398958    -5285.639741    -3056.372074        5.835349       -2.164936       -1.240560
 53736.53032407    -7319768.637     2651999.830     1516125.685    -2866.960901    -5307.065709    -3068.648290        5.852199       -2.120252       -1.214681
 53736.53043981    -7348145.360     2598823.906     1485378.899    -2808.356248    -5328.044692    -3080.665637        5.868668       -2.075539       -1.188786
 53736.53055556    -7375935.220     2545440.428     1454513.235    -2749.588798    -5348.576401    -3092.423954        5.884758       -2.030798       -1.162875
 53736.53067130    -7403136.606     2491853.870     1423531.284    -2690.662340    -5368.660558    -3103.923087        5.900470       -1.986029       -1.136949
 53736.53078704    -7429747.949     2438068.709     1392435.638    -2631.580643    -5388.296894    -3115.162888        5.915806       -1.941234       -1.111009
 53736.53090278    -7455767.714     2384089.425     1361228.891    -2572.347464    -5407.485152    -3126.143214        5.930767       -1.896414       -1.085054
 53736.53101852    -7481194.406     2329920.501     1329913.639    -2512.966545    -5426.225084    -3136.863927        5.945355       -1.851569       -1.059086
 53736.53113426    -7506026.565     2275566.419     1298492.478    -2453.441613    -5444.516449    -3147.324898        5.959570       -1.806701       -1.033106
 53736.53125000    -7530262.771     2221031.668     1266968.007    -2393.776383    -5462.359020    -3157.525998        5.973415       -1.761810       -1.007113
 53736.53136574    -7553901.638     2166320.735     1235342.825    -2333.974553    -5479.752574    -3167.467108        5.986890       -1.716897       -0.981108
 53736.53148148    -7576941.819     2111438.113     1203619.532    -2274.039812    -5496.696900    -3177.148112        5.999997       -1.671964       -0.955091
 53736.53159722    -7599382.003     2056388.295     1171800.730    -2213.975833    -5513.191795    -3186.568897        6.012738       -1.627011       -0.929064
 53736.53171296    -7621220.917     2001175.776     1139889.022    -2153.786278    -5529.237063    -3195.729359        6.025113       -1.582039       -0.903027
 53736.53182870    -7642457.322     1945805.054     1107887.011    -2093.474796    -5544.832516    -3204.629395        6.037123       -1.537049       -0.876979
 53736.53194444    -7663090.018     1890280.626     1075797.302    -2033.045023    -5559.977976    -3213.268909        6.048771       -1.492041       -0.850922
 53736.53206019    -7683117.840     1834606.995     1043622.502    -1972.500587    -5574.673270    -3221.647807        6.060056       -1.447016       -0.824856
 53736.53217593    -7702539.660     1778788.662     1011365.215    -1911.845100    -5588.918235    -3229.766001        6.070981       -1.401975       -0.798781
 53736.53229167    -7721354.384     1722830.131      979028.051    -1851.082166    -5602.712712    -3237.623407        6.081546       -1.356918       -0.772698
