Educational Use Only

Time (ModJDate)        x (m)           y (m)           z (m)        vx (m/sec)      vy (m/sec)      vz (m/sec)     ax (m/sec^2)    ay (m/sec^2)    az (m/sec^2)
 53737.13136574     2102364.779    -5845779.173    -3290517.859     7062.432181     2456.749170     1662.831538       -2.411695        6.706052        3.784858
 53737.13148148     2172867.042    -5820876.513    -3273700.429     7037.873135     2523.769116     1700.641189       -2.500151        6.697784        3.776982
 53737.13159722     2243119.289    -5795304.082    -3256505.306     7012.428461     2590.701772     1738.369371       -2.588818        6.688592        3.768564
 53737.13171296     2313112.653    -5769062.799    -3238933.332     6986.096104     2657.537854     1776.010642       -2.677685        6.678468        3.759599
 53737.13182870     2382838.246    -5742153.678    -3220985.402     6958.874145     2724.267988     1813.559510       -2.766737        6.667401        3.750082
 53737.13194444     2452287.164    -5714577.824    -3202662.468     6930.760797     2790.882709     1851.010438       -2.855960        6.655384        3.740010
 53737.13206019     2521450.485    -5686336.440    -3183965.538     6901.754415     2857.372465     1888.357841       -2.945341        6.642407        3.729377
 53737.13217593     2590319.271    -5657430.824    -3164895.675     6871.853498     2923.727618     1925.596090       -3.034865        6.628462        3.718179
 53737.13229167     2658884.569    -5627862.369    -3145453.999     6841.056689     2989.938444     1962.719513       -3.124517        6.613540        3.706411
 53737.13240741     2727137.414    -5597632.569    -3125641.687     6809.362781     3055.995133     1999.722391       -3.214282        6.597633        3.694069
 53737.13252315     2795068.831    -5566743.013    -3105459.972     6776.770719     3121.887795     2036.598965       -3.304145        6.580733        3.681149
 53737.13263889     2862669.832    -5535195.393    -3084910.148     6743.279603     3187.606458     2073.343434       -3.394090        6.562832        3.667647
 53737.13275463     2929931.423    -5502991.498    -3063993.563     6708.888693     3253.141070     2109.949957       -3.484101        6.543922        3.653559
 53737.13287037     2996844.604    -5470133.219    -3042711.628     6673.597409     3318.481503     2146.412653       -3.574162        6.523995        3.638881
 53737.13298611     3063400.369    -5436622.549    -3021065.809     6637.405335     3383.617551     2182.725602       -3.664256        6.503044        3.623609
 53737.13310185     3129589.708    -5402461.583    -2999057.635     6600.312226     3448.538936     2218.882850       -3.754367        6.481061        3.607740
 53737.13321759     3195403.610    -5367652.520    -2976688.691     6562.318005     3513.235307     2254.878405       -3.844476        6.458040        3.591270
 53737.13333333     3260833.064    -5332197.662    -2953960.626     6523.422769     3577.696242     2290.706241       -3.934567        6.433973        3.574196
 53737.13344907     3325869.063    -5296099.415    -2930875.146     6483.626794     3641.911254     2326.360298       -4.024621        6.408854        3.556514
 53737.13356481     3390502.599    -5259360.292    -2907434.019     6442.930534     3705.869787     2361.834486       -4.114620        6.382676        3.538222
 53737.13368056     3454724.674    -5221982.910    -2883639.076     6401.334627     3769.561224     2397.122685       -4.204547        6.355433        3.519316
 53737.13379630     3518526.296    -5183969.993    -2859492.206     6358.839897     3832.974887     2432.218744       -4.294382        6.327120        3.499793
 53737.13391204     3581898.480    -5145324.374    -2834995.362     6315.447356     3896.100037     2467.116486       -4.384106        6.297730        3.479652
 53737.13402778     3644832.254    -5106048.990    -2810150.558     6271.158209     3958.925883     2501.809710       -4.473700        6.267258        3.458889
 53737.13414352     3707318.660    -5066146.890    -2784959.870     6225.973854     4021.441579     2536.292188       -4.563144        6.235699        3.437502
 53737.13425926     3769348.752    -5025621.229    -2759425.438     6179.895887     4083.636226     2570.557672       -4.652419        6.203048        3.415490
 53737.13437500     3830913.605    -4984475.272    -2733549.461     6132.926104     4145.498882     2604.599893       -4.741504        6.169300        3.392849
 53737.13449074     3892004.308    -4942712.394    -2707334.205     6085.066505     4207.018557     2638.412563       -4.830379        6.134451        3.369579
 53737.13460648     3952611.976    -4900336.081    -2680781.996     6036.319293     4268.184220     2671.989376       -4.919023        6.098497        3.345678
 53737.13472222     4012727.744    -4857349.927    -2653895.225     5986.686882     4328.984802     2705.324013       -5.007415        6.061434        3.321144
 53737.13483796     4072342.772    -4813757.639    -2626676.344     5936.171894     4389.409197     2738.410140       -5.095535        6.023259        3.295976
 53737.13495370     4131448.249    -4769563.034    -2599127.871     5884.777166     4449.446269     2771.241413       -5.183360        5.983969        3.270173
 53737.13506944     4190035.393    -4724770.041    -2571252.387     5832.505748     4509.084851     2803.811478       -5.270869        5.943561        3.243734
 53737.13518519     4248095.452    -4679382.702    -2543052.534     5779.360910     4568.313751     2836.113975       -5.358040        5.902032        3.216659
 53737.13530093     4305619.711    -4633405.169    -2514531.020     5725.346140     4627.121756     2868.142539       -5.444852        5.859381        3.188947
 53737.13541667     4362599.488    -4586841.708    -2485690.617     5670.465151     4685.497634     2899.890801       -5.531281        5.815607        3.160599
 53737.13553241     4419026.140    -4539696.695    -2456534.160     5614.721877     4743.430138     2931.352392       -5.617305        5.770707        3.131613
 53737.13564815     4474891.065    -4491974.620    -2427064.546     5558.120479     4800.908011     2962.520945       -5.702901        5.724680        3.101991
 53737.13576389     4530185.704    -4443680.087    -2397284.739     5500.665349     4857.919988     2993.390096       -5.788048        5.677527        3.071733
 53737.13587963     4584901.542    -4394817.811    -2367197.764     5442.361105     4914.454801     3023.953490       -5.872720        5.629247        3.040840
 53737.13599537     4639030.112    -4345392.620    -2336806.710     5383.212598     4970.501183     3054.204777       -5.956896        5.579841        3.009312
 53737.13611111     4692562.996    -4295409.453    -2306114.730     5323.224914     5026.047872     3084.137620       -6.040552        5.529309        2.977151
 53737.13622685     4745491.830    -4244873.365    -2275125.040     5262.403372     5081.083614     3113.745696       -6.123664        5.477652        2.944359
 53737.13634259     4797808.303    -4193789.521    -2243840.919     5200.753526     5135.597171     3143.022697       -6.206209        5.424872        2.910937
 53737.13645833     4849504.159    -4142163.200    -2212265.710     5138.281170     5189.577319     3171.962335       -6.288162        5.370971        2.876886
 53737.13657407     4900571.204    -4089999.790    -2180402.818     5074.992336     5243.012858     3200.558340       -6.369500        5.315951        2.842211
 53737.13668981     4951001.305    -4037304.795    -2148255.710     5010.893295     5295.892614     3228.804469       -6.450199        5.259815        2.806912
 53737.13680556     5000786.391    -3984083.828    -2115827.916     4945.990559     5348.205443     3256.694505       -6.530235        5.202566        2.770992
 53737.13692130     5049918.460    -3930342.613    -2083123.027     4880.290882     5399.940238     3284.222257       -6.609584        5.144208        2.734456
 53737.13703704     5098389.576    -3876086.987    -2050144.699     4813.801258     5451.085930     3311.381570       -6.688220        5.084746        2.697305
 53737.13715278     5146191.876    -3821322.895    -2016896.644     4746.528926     5501.631495     3338.166320       -6.766121        5.024184        2.659544
 53737.13726852     5193317.570    -3766056.394    -1983382.641     4678.481368     5551.565959     3364.570423       -6.843262        4.962527        2.621176
 53737.13738426     5239758.945    -3710293.649    -1949606.525     4609.666308     5600.878402     3390.587831       -6.919618        4.899781        2.582206
 53737.13750000     5285508.365    -3654040.936    -1915572.193     4540.091715     5649.557962     3416.212544       -6.995164        4.835951        2.542637
 53737.13761574     5330558.275    -3597304.636    -1881283.603     4469.765799     5697.593841     3441.438602       -7.069878        4.771046        2.502476
 53737.13773148     5374901.204    -3540091.240    -1846744.770     4398.697018     5744.975309     3466.260097       -7.143734        4.705070        2.461726
 53737.13784722     5418529.768    -3482407.346    -1811959.769     4326.894067     5791.691711     3490.671172       -7.216707        4.638034        2.420392
 53737.13796296     5461436.668    -3424259.658    -1776932.734     4254.365890     5837.732469     3514.666021       -7.288775        4.569943        2.378482
 53737.13807870     5503614.699    -3365654.984    -1741667.855     4181.121668     5883.087088     3538.238900       -7.359912        4.500807        2.335999
 53737.13819444     5545056.746    -3306600.238    -1706169.381     4107.170825     5927.745162     3561.384119       -7.430095        4.430636        2.292951
 53737.13831019     5585755.792    -3247102.437    -1670441.617     4032.523026     5971.696380     3584.096056       -7.499300        4.359438        2.249344
 53737.13842593     5625704.916    -3187168.701    -1634488.923     3957.188175     6014.930526     3606.369150       -7.567502        4.287223        2.205184
 53737.13854167     5664897.299    -3126806.251    -1598315.715     3881.176414     6057.437490     3628.197911       -7.634678        4.214003        2.160478
 53737.13865741     5703326.223    -3066022.408    -1561926.464     3804.498120     6099.207270     3649.576920       -7.700804        4.139788        2.115234
 53737.13877315     5740985.075    -3004824.595    -1525325.694     3727.163909     6140.229976     3670.500831       -7.765857        4.064590        2.069460
 53737.13888889     5777867.351    -2943220.332    -1488517.982     3649.184625     6180.495838     3690.964377       -7.829815        3.988421        2.023163
 53737.13900463     5813966.654    -2881217.234    -1451507.958     3570.571348     6219.995210     3710.962370       -7.892652        3.911294        1.976351
 53737.13912037     5849276.702    -2818823.014    -1414300.303     3491.335386     6258.718575     3730.489702       -7.954348        3.833222        1.929032
 53737.13923611     5883791.325    -2756045.480    -1376899.750     3411.488273     6296.656546     3749.541355       -8.014879        3.754218        1.881216
 53737.13935185     5917504.470    -2692892.532    -1339311.078     3331.041768     6333.799880     3768.112398       -8.074222        3.674297        1.832912
 53737.13946759     5950410.202    -2629372.162    -1301539.120     3250.007855     6370.139474     3786.197988       -8.132357        3.593473        1.784127
 53737.13958333     5982502.709    -2565492.451    -1263588.753     3168.398732     6405.666375     3803.793381       -8.189260        3.511761        1.734874
 53737.13969907     6013776.301    -2501261.572    -1225464.902     3086.226820     6440.371783     3820.893925       -8.244912        3.429177        1.685160
 53737.13981481     6044225.412    -2436687.783    -1187172.539     3003.504748     6474.247056     3837.495071       -8.299289        3.345737        1.634996
 53737.13993056     6073844.605    -2371779.427    -1148716.680     2920.245358     6507.283718     3853.592371       -8.352372        3.261457        1.584392
 53737.14004630     6102628.571    -2306544.932    -1110102.385     2836.461699     6539.473456     3869.181479       -8.404139        3.176355        1.533359
 53737.14016204     6130572.135    -2240992.808    -1071334.758     2752.167021     6570.808134     3884.258161       -8.454572        3.090448        1.481908
 53737.14027778     6157670.253    -2175131.646    -1032418.944     2667.374777     6601.279792     3898.818290       -8.503650        3.003754        1.430050
 53737.14039352     6183918.018    -2108970.115     -993360.128     2582.098611     6630.880652     3912.857851       -8.551353        2.916291        1.377797
 53737.14050926     6209310.658    -2042516.961     -954163.535     2496.352363     6659.603121     3926.372946       -8.597663        2.828079        1.325159
 53737.14062500     6233843.545    -1975781.005     -914834.430     2410.150058     6687.439800     3939.359793       -8.642561        2.739137        1.272149
 53737.14074074     6257512.187    -1908771.141     -875378.112     2323.505903     6714.383482     3951.814730       -8.686030        2.649483        1.218779
 53737.14085648     6280312.238    -1841496.335     -835799.920     2236.434286     6740.427163     3963.734217       -8.728051        2.559140        1.165061
 53737.14097222     6302239.496    -1773965.621     -796105.224     2148.949766     6765.564040     3975.114837       -8.768607        2.468126        1.111008
 53737.14108796     6323289.906    -1706188.099     -756299.430     2061.067074     6789.787519     3985.953303       -8.807683        2.376463        1.056632
 53737.14120370     6343459.560    -1638172.936     -716387.976     1972.801101     6813.091218     3996.246453       -8.845261        2.284174        1.001947
 53737.14131944     6362744.701    -1569929.361     -676376.329     1884.166899     6835.468970     4005.991259       -8.881326        2.191278        0.946966
 53737.14143519     6381141.721    -1501466.663     -636269.988     1795.179673     6856.914830     4015.184821       -8.915863        2.097799        0.891701
 53737.14155093     6398647.168    -1432794.190     -596074.479     1705.854776     6877.423073     4023.824380       -8.948858        2.003758        0.836167
 53737.14166667     6415257.743    -1363921.346     -555795.356     1616.207704     6896.988204     4031.907308       -8.980296        1.909180        0.780377
 53737.14178241     6430970.301    -1294857.587     -515438.197     1526.254088     6915.604956     4039.431118       -9.010164        1.814087        0.724346
 53737.14189815     6445781.855    -1225612.425     -475008.605     1436.009692     6933.268296     4046.393464       -9.038450        1.718502        0.668087
 53737.14201389     6459689.578    -1156195.415     -434512.207     1345.490404     6949.973429     4052.792140       -9.065141        1.622449        0.611614
 53737.14212963     6472690.800    -1086616.165     -393954.648     1254.712231     6965.715800     4058.625082       -9.090225        1.525953        0.554942
 53737.14224537     6484783.014    -1016884.323     -353341.597     1163.691294     6980.491094     4063.890374       -9.113692        1.429038        0.498086
 53737.14236111     6495963.871     -947009.581     -312678.739     1072.443819     6994.295245     4068.586245       -9.135531        1.331729        0.441061
 53737.14247685     6506231.189     -877001.668     -271971.776      980.986132     7007.124434     4072.711070       -9.155733        1.234050        0.383880
 53737.14259259     6515582.948     -806870.354     -231226.426      889.334656     7018.975092     4076.263374       -9.174288        1.136027        0.326559
 53737.14270833     6524017.291     -736625.439     -190448.421      797.505897     7029.843902     4079.241831       -9.191188        1.037685        0.269113
 53737.14282407     6531532.530     -666276.759     -149643.506      705.516445     7039.727807     4081.645267       -9.206425        0.939049        0.211557
 53737.14293981     6538127.140     -595834.175     -108817.436      613.382962     7048.624001     4083.472659       -9.219993        0.840147        0.153907
 53737.14305556     6543799.765     -525307.579      -67975.976      521.122178     7056.529942     4084.723135       -9.231884        0.741003        0.096177
 53737.14317130     6548549.215     -454706.885      -27124.899      428.750883     7063.443346     4085.395980       -9.242094        0.641644        0.038383
 53737.14328704     6552374.470     -384042.028       13730.016      336.285922     7069.362192     4085.490628       -9.250617        0.542096       -0.019460
 53737.14340278     6555274.678     -313322.962       54582.985      243.744183     7074.284725     4085.006673       -9.257449        0.442386       -0.077336
 53737.14351852     6557249.155     -242559.659       95428.220      151.142597     7078.209450     4083.943859       -9.262586        0.342539       -0.135229
 53737.14363426     6558297.387     -171762.103      136259.932       58.498127     7081.135143     4082.302089       -9.266025        0.242584       -0.193124
 53737.14375000     6558419.031     -100940.290      177072.332      -34.172241     7083.060845     4080.081419       -9.267765        0.142545       -0.251006
 53737.14386574     6557613.912      -30104.222      217859.632     -126.851501     7083.985863     4077.282062       -9.267803        0.042451       -0.308859
 53737.14398148     6555882.028       40736.090      258616.046     -219.522635     7083.909775     4073.904387       -9.266140       -0.057672       -0.366667
 53737.14409722     6553223.543      111570.636      299335.794     -312.168623     7082.832424     4069.948917       -9.262774       -0.157797       -0.424415
 53737.14421296     6549638.796      182389.402      340013.100     -404.772446     7080.753926     4065.416333       -9.257707       -0.257897       -0.482088
 53737.14432870     6545128.292      253182.378      380642.199     -497.317097     7077.674660     4060.307469       -9.250940       -0.357945       -0.539669
 53737.14444444     6539692.708      323939.561      421217.332     -589.785584     7073.595280     4054.623315       -9.242475       -0.457915       -0.597143
 53737.14456019     6533332.891      394650.953      461732.752     -682.160944     7068.516702     4048.365016       -9.232315       -0.557780       -0.654495
 53737.14467593     6526049.856      465306.568      502182.723     -774.426240     7062.440113     4041.533869       -9.220463       -0.657513       -0.711710
 53737.14479167     6517844.789      535896.434      542561.524     -866.564577     7055.366966     4034.131326       -9.206924       -0.757087       -0.768772
 53737.14490741     6508719.044      606410.592      582863.450     -958.559106     7047.298982     4026.158992       -9.191702       -0.856476       -0.825666
 53737.14502315     6498674.142      676839.104      623082.811    -1050.393028     7038.238143     4017.618621       -9.174804       -0.955654       -0.882377
 53737.14513889     6487711.774      747172.052      663213.935    -1142.049608     7028.186697     4008.512121       -9.156234       -1.054593       -0.938889
 53737.14525463     6475833.797      817399.544      703251.173    -1233.512172     7017.147156     3998.841547       -9.136002       -1.153269       -0.995189
 53737.14537037     6463042.233      887511.711      743188.893    -1324.764125     7005.122290     3988.609103       -9.114113       -1.251654       -1.051261
 53737.14548611     6449339.271      957498.715      783021.490    -1415.788948     6992.115131     3977.817142       -9.090577       -1.349723       -1.107090
 53737.14560185     6434727.266     1027350.750      822743.380    -1506.570212     6978.128965     3966.468161       -9.065403       -1.447451       -1.162662
 53737.14571759     6419208.733     1097058.043      862349.005    -1597.091579     6963.167337     3954.564802       -9.038600       -1.544812       -1.217963
 53737.14583333     6402786.355     1166610.858      901832.837    -1687.336812     6947.234042     3942.109851       -9.010178       -1.641780       -1.272978
 53737.14594907     6385462.971     1235999.499      941189.373    -1777.289782     6930.333127     3929.106235       -8.980149       -1.738331       -1.327694
 53737.14606481     6367241.587     1305214.310      980413.143    -1866.934471     6912.468889     3915.557020       -8.948524       -1.834441       -1.382096
 53737.14618056     6348125.363     1374245.680     1019498.706    -1956.254980     6893.645867     3901.465410       -8.915315       -1.930084       -1.436170
 53737.14629630     6328117.620     1443084.047     1058440.654    -2045.235538     6873.868847     3886.834747       -8.880536       -2.025236       -1.489904
 53737.14641204     6307221.837     1511719.894     1097233.615    -2133.860504     6853.142852     3871.668506       -8.844199       -2.119875       -1.543284
 53737.14652778     6285441.647     1580143.758     1135872.251    -2222.114372     6831.473143     3855.970293       -8.806319       -2.213975       -1.596296
 53737.14664352     6262780.838     1648346.230     1174351.261    -2309.981782     6808.865215     3839.743847       -8.766910       -2.307515       -1.648929
 53737.14675926     6239243.350     1716317.954     1212665.380    -2397.447523     6785.324792     3822.993033       -8.725987       -2.400470       -1.701168
 53737.14687500     6214833.277     1784049.637     1250809.387    -2484.496537     6760.857826     3805.721842       -8.683567       -2.492820       -1.753002
 53737.14699074     6189554.858     1851532.043     1288778.096    -2571.113927     6735.470494     3787.934390       -8.639665       -2.584540       -1.804418
 53737.14710648     6163412.486     1918756.000     1326566.368    -2657.284959     6709.169189     3769.634913       -8.594299       -2.675610       -1.855405
 53737.14722222     6136410.696     1985712.402     1364169.102    -2742.995072     6681.960523     3750.827766       -8.547484       -2.766009       -1.905950
 53737.14733796     6108554.169     2052392.209     1401581.246    -2828.229879     6653.851319     3731.517422       -8.499240       -2.855715       -1.956042
 53737.14745370     6079847.730     2118786.450     1438797.789    -2912.975173     6624.848606     3711.708464       -8.449585       -2.944707       -2.005671
 53737.14756944     6050296.344     2184886.227     1475813.768    -2997.216932     6594.959620     3691.405591       -8.398537       -3.032966       -2.054824
 53737.14768519     6019905.116     2250682.713     1512624.270    -3080.941324     6564.191794     3670.613609       -8.346115       -3.120472       -2.103491
 53737.14780093     5988679.287     2316167.158     1549224.427    -3164.134711     6532.552759     3649.337428       -8.292339       -3.207205       -2.151662
 53737.14791667     5956624.236     2381330.890     1585609.421    -3246.783651     6500.050333     3627.582063       -8.237229       -3.293147       -2.199326
 53737.14803241     5923745.473     2446165.314     1621774.488    -3328.874906     6466.692523     3605.352632       -8.180805       -3.378279       -2.246474
 53737.14814815     5890048.641     2510661.917     1657714.911    -3410.395444     6432.487519     3582.654346       -8.123089       -3.462583       -2.293095
 53737.14826389     5855539.510     2574812.268     1693426.029    -3491.332442     6397.443684     3559.492515       -8.064101       -3.546042       -2.339181
 53737.14837963     5820223.979     2638608.023     1728903.234    -3571.673290     6361.569558     3535.872539       -8.003863       -3.628638       -2.384723
 53737.14849537     5784108.072     2702040.921     1764141.971    -3651.405597     6324.873846     3511.799909       -7.942396       -3.710356       -2.429711
 53737.14861111     5747197.936     2765102.790     1799137.742    -3730.517190     6287.365417     3487.280200       -7.879723       -3.791179       -2.474137
 53737.14872685     5709499.837     2827785.550     1833886.104    -3808.996119     6249.053298     3462.319073       -7.815867       -3.871092       -2.517993
 53737.14884259     5671020.162     2890081.208     1868382.671    -3886.830661     6209.946669     3436.922267       -7.750850       -3.950079       -2.561271
 53737.14895833     5631765.411     2951981.866     1902623.116    -3964.009322     6170.054857     3411.095600       -7.684695       -4.028126       -2.603964
 53737.14907407     5591742.199     3013479.719     1936603.170    -4040.520836     6129.387335     3384.844966       -7.617425       -4.105219       -2.646064
 53737.14918981     5550957.254     3074567.059     1970318.622    -4116.354176     6087.953711     3358.176327       -7.549063       -4.181344       -2.687564
 53737.14930556     5509417.412     3135236.272     2003765.323    -4191.498547     6045.763730     3331.095716       -7.479635       -4.256488       -2.728457
 53737.14942130     5467129.615     3195479.845     2036939.184    -4265.943392     6002.827262     3303.609231       -7.409162       -4.330639       -2.768737
 53737.14953704     5424100.911     3255290.363     2069836.176    -4339.678396     5959.154300     3275.723033       -7.337670       -4.403785       -2.808399
 53737.14965278     5380338.447     3314660.510     2102452.333    -4412.693484     5914.754957     3247.443341       -7.265183       -4.475913       -2.847435
 53737.14976852     5335849.473     3373583.075     2134783.752    -4484.978823     5869.639458     3218.776431       -7.191725       -4.547014       -2.885841
 53737.14988426     5290641.335     3432050.946     2166826.592    -4556.524828     5823.818135     3189.728634       -7.117320       -4.617076       -2.923612
 53737.15000000     5244721.472     3490057.119     2198577.076    -4627.322155     5777.301424     3160.306330       -7.041994       -4.686090       -2.960742
 53737.15011574     5198097.418     3547594.692     2230031.491    -4697.361710     5730.099856     3130.515947       -6.965770       -4.754046       -2.997227
 53737.15023148     5150776.794     3604656.869     2261186.190    -4766.634645     5682.224057     3100.363956       -6.888674       -4.820935       -3.033063
 53737.15034722     5102767.309     3661236.961     2292037.587    -4835.132361     5633.684741     3069.856873       -6.810730       -4.886748       -3.068245
 53737.15046296     5054076.758     3717328.388     2322582.165    -4902.846507     5584.492701     3039.001249       -6.731964       -4.951478       -3.102770
 53737.15057870     5004713.018     3772924.676     2352816.472    -4969.768982     5534.658810     3007.803671       -6.652400       -5.015117       -3.136635
 53737.15069444     4954684.044     3828019.461     2382737.121    -5035.891934     5484.194012     2976.270762       -6.572063       -5.077659       -3.169836
 53737.15081019     4903997.870     3882606.490     2412340.792    -5101.207759     5433.109319     2944.409172       -6.490979       -5.139095       -3.202371
 53737.15092593     4852662.604     3936679.618     2441624.231    -5165.709106     5381.415806     2912.225578       -6.409172       -5.199422       -3.234236
 53737.15104167     4800686.426     3990232.814     2470584.252    -5229.388870     5329.124605     2879.726682       -6.326667       -5.258632       -3.265431
 53737.15115741     4748077.588     4043260.155     2499217.736    -5292.240197     5276.246899     2846.919207       -6.243489       -5.316722       -3.295952
 53737.15127315     4694844.406     4095755.834     2527521.630    -5354.256481     5222.793921     2813.809895       -6.159662       -5.373686       -3.325798
 53737.15138889     4640995.263     4147714.154     2555492.950    -5415.431362     5168.776947     2780.405504       -6.075212       -5.429520       -3.354967
 53737.15150463     4586538.604     4199129.531     2583128.779    -5475.758729     5114.207290     2746.712804       -5.990163       -5.484222       -3.383459
 53737.15162037     4531482.933     4249996.495     2610426.268    -5535.232717     5059.096297     2712.738577       -5.904540       -5.537787       -3.411273
 53737.15173611     4475836.813     4300309.690     2637382.635    -5593.847705     5003.455346     2678.489611       -5.818368       -5.590213       -3.438407
 53737.15185185     4419608.860     4350063.873     2663995.167    -5651.598318     4947.295837     2643.972702       -5.731669       -5.641498       -3.464862
 53737.15196759     4362807.745     4399253.916     2690261.219    -5708.479422     4890.629193     2609.194646       -5.644470       -5.691640       -3.490636
 53737.15208333     4305442.186     4447874.805     2716178.212    -5764.486125     4833.466849     2574.162240       -5.556793       -5.740638       -3.515731
 53737.15219907     4247520.952     4495921.639     2741743.638    -5819.613775     4775.820255     2538.882280       -5.468663       -5.788490       -3.540147
 53737.15231481     4189052.856     4543389.634     2766955.055    -5873.857957     4717.700865     2503.361556       -5.380104       -5.835197       -3.563884
 53737.15243056     4130046.752     4590274.119     2791810.089    -5927.214494     4659.120139     2467.606852       -5.291138       -5.880758       -3.586944
 53737.15254630     4070511.538     4636570.537     2816306.435    -5979.679445     4600.089533     2431.624941       -5.201790       -5.925173       -3.609326
 53737.15266204     4010456.148     4682274.448     2840441.853    -6031.249097     4540.620500     2395.422585       -5.112083       -5.968443       -3.631033
 53737.15277778     3949889.552     4727381.524     2864214.174    -6081.919974     4480.724482     2359.006534       -5.022039       -6.010570       -3.652065
 53737.15289352     3888820.755     4771887.553     2887621.294    -6131.688824     4420.412908     2322.383520       -4.931681       -6.051555       -3.672426
 53737.15300926     3827258.792     4815788.435     2910661.177    -6180.552624     4359.697191     2285.560257       -4.841032       -6.091399       -3.692115
 53737.15312500     3765212.729     4859080.187     2933331.854    -6228.508574     4298.588723     2248.543440       -4.750115       -6.130105       -3.711137
 53737.15324074     3702691.655     4901758.938     2955631.423    -6275.554096     4237.098872     2211.339739       -4.658950       -6.167676       -3.729492
 53737.15335648     3639704.689     4943820.931     2977558.048    -6321.686832     4175.238977     2173.955802       -4.567561       -6.204114       -3.747184
 53737.15347222     3576260.969     4985262.522     2999109.960    -6366.904640     4113.020346     2136.398252       -4.475968       -6.239424       -3.764216
 53737.15358796     3512369.653     5026080.180     3020285.457    -6411.205595     4050.454253     2098.673680       -4.384194       -6.273608       -3.780589
 53737.15370370     3448039.919     5066270.486     3041082.899    -6454.587980     3987.551933     2060.788651       -4.292258       -6.306670       -3.796308
 53737.15381944     3383280.960     5105830.135     3061500.716    -6497.050288     3924.324580     2022.749696       -4.200182       -6.338615       -3.811375
 53737.15393519     3318101.984     5144755.932     3081537.402    -6538.591221     3860.783344     1984.563314       -4.107986       -6.369447       -3.825794
 53737.15405093     3252512.211     5183044.793     3101191.513    -6579.209682     3796.939328     1946.235968       -4.015691       -6.399172       -3.839568
 53737.15416667     3186520.868     5220693.746     3120461.673    -6618.904774     3732.803582     1907.774084       -3.923316       -6.427794       -3.852702
 53737.15428241     3120137.195     5257699.929     3139346.567    -6657.675798     3668.387105     1869.184052       -3.830881       -6.455319       -3.865199
 53737.15439815     3053370.434     5294060.589     3157844.948    -6695.522252     3603.700839     1830.472220       -3.738405       -6.481753       -3.877063
 53737.15451389     2986229.833     5329773.082     3175955.627    -6732.443822     3538.755669     1791.644897       -3.645907       -6.507101       -3.888298
 53737.15462963     2918724.641     5364834.875     3193677.481    -6768.440386     3473.562416     1752.708346       -3.553407       -6.531370       -3.898909
 53737.15474537     2850864.109     5399243.540     3211009.450    -6803.512005     3408.131838     1713.668790       -3.460921       -6.554567       -3.908900
 53737.15486111     2782657.484     5432996.756     3227950.535    -6837.658923     3342.474627     1674.532404       -3.368469       -6.576698       -3.918275
 53737.15497685     2714114.011     5466092.312     3244499.796    -6870.881564     3276.601407     1635.305320       -3.276069       -6.597770       -3.927040
 53737.15509259     2645242.931     5498528.100     3260656.359    -6903.180528     3210.522730     1595.993618       -3.183737       -6.617791       -3.935200
 53737.15520833     2576053.477     5530302.117     3276419.407    -6934.556587     3144.249074     1556.603332       -3.091491       -6.636767       -3.942758
 53737.15532407     2506554.873     5561412.466     3291788.184    -6965.010684     3077.790845     1517.140447       -2.999347       -6.654707       -3.949720
 53737.15543981     2436756.333     5591857.353     3306761.993    -6994.543926     3011.158369     1477.610894       -2.907323       -6.671618       -3.956092
 53737.15555556     2366667.060     5621635.087     3321340.199    -7023.157586     2944.361894     1438.020555       -2.815433       -6.687508       -3.961879
 53737.15567130     2296296.242     5650744.078     3335522.221    -7050.853097     2877.411587     1398.375258       -2.723695       -6.702386       -3.967085
 53737.15578704     2225653.053     5679182.839     3349307.540    -7077.632045     2810.317531     1358.680777       -2.632124       -6.716259       -3.971716
 53737.15590278     2154746.650     5706949.983     3362695.692    -7103.496174     2743.089728     1318.942833       -2.540734       -6.729137       -3.975778
 53737.15601852     2083586.172     5734044.221     3375686.271    -7128.447375     2675.738092     1279.167090       -2.449541       -6.741027       -3.979277
 53737.15613426     2012180.739     5760464.365     3388278.926    -7152.487689     2608.272448     1239.359157       -2.358558       -6.751939       -3.982217
 53737.15625000     1940539.448     5786209.322     3400473.365    -7175.619296     2540.702535     1199.524586       -2.267802       -6.761882       -3.984605
 53737.15636574     1868671.374     5811278.100     3412269.348    -7197.844521     2473.038001     1159.668872       -2.177284       -6.770865       -3.986447
 53737.15648148     1796585.570     5835669.799     3423666.690    -7219.165824     2405.288402     1119.797451       -2.087020       -6.778897       -3.987748
 53737.15659722     1724291.062     5859383.616     3434665.262    -7239.585799     2337.463203     1079.915700       -1.997021       -6.785987       -3.988514
 53737.15671296     1651796.850     5882418.842     3445264.987    -7259.107171     2269.571772     1040.028939       -1.907301       -6.792145       -3.988751
 53737.15682870     1579111.905     5904774.862     3455465.842    -7277.732791     2201.623385     1000.142427       -1.817873       -6.797380       -3.988465
 53737.15694444     1506245.170     5926451.151     3465267.854    -7295.465637     2133.627223      960.261363       -1.728748       -6.801701       -3.987662
 53737.15706019     1433205.558     5947447.277     3474671.104    -7312.308806     2065.592368      920.390886       -1.639939       -6.805120       -3.986349
 53737.15717593     1360001.949     5967762.899     3483675.724    -7328.265512     1997.527805      880.536073       -1.551458       -6.807645       -3.984530
